date,company,region,product_category,organic_traffic,direct_traffic,referral_traffic,paid_traffic,bounce_rate,avg_session_duration,pages_per_session,conversion_rate,email_sends,email_opens,email_clicks,social_posts,social_engagement,leads_generated,qualified_leads,opportunities,closed_deals,revenue,costs,marketing_spend,customer_acquisition_cost,customer_lifetime_value,nps,customer_satisfaction,support_tickets,resolution_time,active_users,feature_adoption_rate,churn_rate,expansion_revenue,gross_margin,marketing_roi,conversion_to_paid,email_engagement_rate,marketing_efficiency,clv_cac_ratio,year_month,quarter,year
2022-12-31,SaasCompany1,South,SMB,160715,64542,32271,48407,0.3126138326021713,176.79742435346304,3.51579650833018,0.0413138059144327,12856,3522,871,21,3678,277,119,29,14,101122.0,50448.0,23068.0,224.4919002098948,2626.832251130091,39.47644721557998,9.3683662410599,118,18.706159869395066,1397,0.6628876384535844,0.0460713504398852,14396.886077071713,0.5011174620755128,3.3836483440263567,0.0505415162454873,0.0677504667081518,4.383648344026357,11.701233980709608,2022-12,4,2022
2022-12-31,SaasCompany1,South,Startup,227720,82872,41436,62154,0.3998360626898833,197.7068599568505,3.3793035797821185,0.0455909436272931,5884,7615,1912,32,3381,291,93,42,23,84870.0,33029.0,14668.0,178.7394834302795,1093.26849387764,49.675287991562605,8.749693652988322,122,27.5453729028266,2417,0.77766844165879,0.0327903689882519,10941.271184640578,0.6108283256745611,4.786064903190619,0.0790378006872852,0.3249490142760027,5.786064903190619,6.1165472390105045,2022-12,4,2022
2022-12-31,SaasCompany1,East,Enterprise,195879,74781,37390,56086,0.4413854218830709,176.42855769815924,5.7742849161422125,0.0434587627993968,10496,7397,799,33,4203,258,104,24,17,58564.0,65555.0,15817.0,246.8219712184792,2157.844183219948,30.74683013404773,8.699700376474528,153,37.69525323332262,2345,0.4086168307756938,0.0416720345215503,13481.885834041082,-0.11937367666143023,2.702598470000632,0.065891472868217,0.076124237804878,3.7025984700006322,8.742512559021298,2022-12,4,2022
2022-12-31,SaasCompany1,East,SMB,167409,67668,33834,50751,0.4645318941406784,196.01282863552424,2.6169541113347377,0.0410466278770237,9642,6697,1893,43,3934,176,56,34,13,83937.0,69318.0,21198.0,247.2608277888199,2864.812553163645,57.26731849573086,7.359880227627494,79,32.8096877341206,2079,0.4451445012477516,0.041646253104374,8215.550592336318,0.1741663390399943,2.9596660062270024,0.0738636363636363,0.1963285625388923,3.9596660062270024,11.586196563292344,2022-12,4,2022
2022-12-31,SaasCompany1,East,Startup,187977,75565,37782,56674,0.3462490535824773,162.08066501424736,2.2770871410684626,0.0412729531810638,14434,2930,583,41,3844,147,140,58,15,144506.0,77341.0,10695.0,232.0743908275399,1852.6226006849731,38.25386839547666,9.163676487837614,186,39.32977346108871,4659,0.6739349731707518,0.0369872073797694,12930.733399031493,0.46479038932639477,12.51154745208041,0.1020408163265306,0.040390744076486,13.51154745208041,7.982882532100243,2022-12,4,2022
2022-12-31,SaasCompany1,West,Enterprise,162696,71179,35589,53384,0.5852379794878517,173.11573656324168,5.234050993350621,0.0379237249006198,6266,4843,600,48,4015,112,130,23,5,81411.0,45275.0,28618.0,118.63942710981678,1511.9635512533257,57.456281120149534,8.46705090301824,181,30.294765237368107,3371,0.6829837917170156,0.0295089016851973,12654.774842923029,0.4438712213337264,1.8447480606611224,0.0446428571428571,0.0957548675390999,2.8447480606611224,12.744191270021894,2022-12,4,2022
2022-12-31,SaasCompany1,West,SMB,147792,63675,31837,47756,0.4421687649649457,204.15487754692708,2.7804950626825766,0.0385094691859048,13856,5489,1452,20,2889,281,122,32,11,77276.0,64523.0,24998.0,184.95496713292445,1639.8918177497176,42.68311125678983,8.649932167183803,138,14.978215005074274,1654,0.6889926929279815,0.035593413297647,9217.057921981575,0.1650318339458564,2.091287302984239,0.0391459074733096,0.1047921478060046,3.091287302984239,8.866438372380403,2022-12,4,2022
2022-12-31,SaasCompany1,West,Startup,179459,77629,38814,58222,0.4051839203295693,275.73697675617257,2.8214282493883047,0.0383551923485433,10217,4798,1698,31,2546,134,78,50,21,64097.0,46866.0,28536.0,172.70653256267838,1766.9258680109988,37.35271645604122,7.09488420334863,95,10.366868818649303,3406,0.6072825191629756,0.0135749462586469,13589.039393186338,0.26882693417788667,1.2461802635267731,0.1567164179104477,0.1661935989037878,2.246180263526773,10.230799274310883,2022-12,4,2022
2023-01-31,SaasCompany1,North,Enterprise,241903,89333,44666,67000,0.4961855249874182,152.7638098798094,2.15629636976495,0.0494199494080266,6565,5175,1835,25,2274,139,111,47,7,110319.0,75428.0,28808.0,211.02430569120924,1878.625924786652,63.84789523718517,7.9814159269742335,117,4.81639519924715,1496,0.6103094854182194,0.0162937020084965,13308.560977748351,0.3162737153164913,2.829457095251319,0.0503597122302158,0.2795125666412795,3.829457095251319,8.902414907293359,2023-01,1,2023
2023-01-31,SaasCompany1,North,SMB,196386,80148,40074,60111,0.4398283858691473,139.5150172360934,5.069293712216629,0.0447187950919609,14129,3181,1005,36,4610,148,94,39,22,61087.0,49142.0,15563.0,247.20103379583503,1485.6760407543743,79.35005241504173,7.150555441630448,61,15.861051149716925,2207,0.4225217648312901,0.0371762977428832,10931.576896644094,0.1955407860919672,2.9251429672942235,0.1486486486486486,0.0711302993842451,3.9251429672942235,6.00999121217836,2023-01,1,2023
2023-01-31,SaasCompany1,North,Startup,182288,68732,34366,51549,0.3465093445583508,196.5102941313708,2.041578118894302,0.0484029789697421,12300,6215,993,46,3761,186,147,32,19,90137.0,71057.0,21731.0,188.50611428920783,2250.411430718093,55.88764028136171,7.611079336904574,115,7.029281006430271,2146,0.5276580801868428,0.0400654103120173,7736.857053192313,0.21167777938027668,3.147853297133128,0.1021505376344086,0.0807317073170731,4.1478532971331274,11.938134946994298,2023-01,1,2023
2023-01-31,SaasCompany1,South,Enterprise,209527,78539,39269,58904,0.4109778601182329,181.83255770283068,5.772531781289901,0.0486892065834971,9359,2884,1224,39,4845,143,77,32,18,115189.0,44633.0,25263.0,167.21563098766654,1631.7013236982689,38.288900500470426,8.800013229827078,75,5.42435842044545,1352,0.4720034326311546,0.0341833628429069,9124.23867819474,0.6125237652900885,3.5595930807900884,0.1258741258741259,0.1307832033336895,4.559593080790088,9.758066958576496,2023-01,1,2023
2023-01-31,SaasCompany1,South,SMB,163679,71253,35626,53440,0.4036239293101168,208.30770300784883,2.682265305303659,0.041924288914707,12748,3531,1934,25,1980,140,144,24,9,119217.0,65527.0,27500.0,251.7472244600355,1186.36538547847,79.64197374633113,7.518941049757383,182,39.4029891145973,1213,0.5493018610901552,0.0423865418385263,5588.726510258632,0.45035523457225063,3.335163636363637,0.0642857142857142,0.1517100721681832,4.335163636363636,4.712526177887629,2023-01,1,2023
2023-01-31,SaasCompany1,South,Startup,211249,80030,40015,60022,0.5443640202162272,249.18613239488505,2.995715444818828,0.0481746498606839,7926,3513,773,22,1042,170,63,38,12,115695.0,87254.0,10966.0,251.18432054646183,1522.4977002640603,70.4061507696535,9.190768643167164,59,18.713280661590638,1170,0.7605129357326279,0.0109742242790261,8137.029491283833,0.24582739098491724,9.550337406529271,0.0705882352941176,0.097527125914711,10.550337406529271,6.06127682234227,2023-01,1,2023
2023-01-31,SaasCompany1,East,Enterprise,197407,83026,41513,62269,0.4372968741253318,188.96635532464649,2.4353114738850272,0.0433934296016209,10974,5151,1800,31,1514,127,148,27,18,76067.0,31040.0,13629.0,265.38572281529457,2421.992282969757,76.56760283089346,7.984686434011585,106,13.498364247679632,1539,0.5112983657675391,0.0239926593887248,7200.036747912027,0.591938685632403,4.581260547362242,0.1417322834645669,0.164024056861673,5.581260547362242,9.126309649503776,2023-01,1,2023
2023-01-31,SaasCompany1,East,SMB,213251,90839,45419,68129,0.4929913701205011,272.2137529174816,2.5680742814809143,0.0428444648142096,8108,5955,566,37,4144,195,98,43,24,76693.0,57791.0,29552.0,241.95637845309247,1742.7640781321188,52.21434820119418,7.470060964975919,180,4.214357076346192,4994,0.7770897422898841,0.0412217944816061,12397.399190570635,0.24646317134549436,1.5951881429344883,0.123076923076923,0.0698075974346324,2.5951881429344885,7.202802791454347,2023-01,1,2023
2023-01-31,SaasCompany1,East,Startup,188171,81997,40998,61498,0.3238184727664822,290.7108886843845,3.954343793918445,0.0418819979896877,7289,6330,1912,28,2900,177,67,32,20,117847.0,79691.0,15063.0,252.44942451947395,2512.1488983990703,74.15816452157839,9.271563373245504,122,26.30522178516334,2436,0.4011356979729585,0.0194774861185004,5879.4139073448,0.3237757431245598,6.823607515103233,0.1129943502824858,0.2623130744958156,7.823607515103233,9.95109774237288,2023-01,1,2023
2023-01-31,SaasCompany1,West,Enterprise,209531,85644,42822,64233,0.3526496685891978,169.11460394583884,5.531730975961704,0.0446507904034047,6936,6067,1319,39,3971,115,108,24,16,61819.0,33768.0,19942.0,138.87138756292882,1659.0016062114096,78.28584476704864,8.96425488570056,55,36.5998831814487,1795,0.6770695631683944,0.0357959958007143,13802.62381848625,0.4537601708212685,2.0999398254939323,0.1391304347826087,0.1901672433679354,3.0999398254939323,11.946316914703845,2023-01,1,2023
2023-01-31,SaasCompany1,West,SMB,211758,89311,44655,66983,0.4947582825142771,276.513798407894,2.123430455782997,0.0432723517110534,8312,2851,1779,44,1777,173,59,44,5,67586.0,35534.0,27886.0,169.1451731288753,2137.9677290098634,69.29028128742452,9.05076000509832,192,27.23629654133064,4539,0.6229364742946739,0.0111730998535758,5063.576592909047,0.47424022726600185,1.4236534461737071,0.0289017341040462,0.2140279114533205,2.423653446173707,12.63983884057336,2023-01,1,2023
2023-01-31,SaasCompany1,West,Startup,180499,73418,36709,55063,0.4771102278595269,267.7217571064561,3.0751147396523235,0.0448691081457508,12249,7343,569,40,4257,119,118,23,13,64195.0,53632.0,25932.0,277.9645986664916,1944.7593596677923,67.18900927692852,9.090999594256989,60,7.313920230243183,4434,0.4508863892294923,0.0120579227027998,9790.729248810483,0.16454552535244177,1.4755128798395805,0.1092436974789916,0.0464527716548289,2.4755128798395805,6.996428210633973,2023-01,1,2023
2023-02-28,SaasCompany1,North,Enterprise,241082,96072,48036,72054,0.4352794099120184,298.8367206335778,5.020014646421444,0.0488453256542836,8990,4038,1718,28,3375,112,106,42,12,103702.0,42991.0,10968.0,157.13713016688368,2620.256834197252,53.97620186063649,7.891554644746495,186,31.04862334158334,4576,0.7370642251783097,0.0448963878491806,8459.559049006268,0.5854371178955082,8.454959883296864,0.1071428571428571,0.1911012235817575,9.454959883296864,16.67496938129436,2023-02,1,2023
2023-02-28,SaasCompany1,North,SMB,227744,94596,47298,70947,0.4894481303470414,163.96538258189142,5.967812850841395,0.0468628802010039,14518,3083,1359,41,2064,265,68,35,18,59345.0,30147.0,15846.0,166.3024164639263,2261.760194436183,74.91311731432482,7.778932643868667,105,39.48616339555283,2677,0.7883214609273805,0.0173688364021651,11566.629601887762,0.49200438116100764,2.745109175817241,0.0679245283018867,0.0936079349772696,3.745109175817241,13.600284605165648,2023-02,1,2023
2023-02-28,SaasCompany1,North,Startup,237982,95524,47762,71643,0.534188623171831,250.8715184478582,2.241969492777459,0.0484942640619884,6683,5507,1210,22,1390,191,125,43,5,63662.0,84254.0,13186.0,259.55484303569415,1932.9480821458528,37.08639854286619,7.748050166699542,104,23.314607669456716,1679,0.4380687534319205,0.0443408703882629,11489.643637907691,-0.3234582639565204,3.82799939329592,0.0261780104712041,0.1810564117911118,4.8279993932959195,7.447166308047015,2023-02,1,2023
2023-02-28,SaasCompany1,South,Enterprise,199496,76320,38160,57240,0.5908985957274395,247.85156246535612,2.5848404859650125,0.0508808952229585,9313,3534,832,48,2016,218,75,43,16,126151.0,42240.0,27095.0,283.4230066221125,2450.908924586409,54.9477129929259,9.11967580938766,127,37.60414604674315,4827,0.6937668109284072,0.0285671211281446,10498.3415326955,0.6651631774619305,3.655877468167559,0.073394495412844,0.089337485235692,4.655877468167558,8.647529901671682,2023-02,1,2023
2023-02-28,SaasCompany1,South,SMB,244593,94423,47211,70817,0.4866695619217751,261.80879745801667,2.259460732378591,0.0504223893238897,14372,3353,638,36,4844,274,99,55,7,139809.0,42076.0,10213.0,223.9702958918685,2707.698148708289,67.29902656265712,7.604031699112712,173,40.17981958873238,4271,0.4813106143507106,0.0474259031754094,9879.15773428779,0.6990465563733379,12.689317536473125,0.0255474452554744,0.0443918730865572,13.689317536473123,12.089541329246398,2023-02,1,2023
2023-02-28,SaasCompany1,South,Startup,175462,73328,36664,54996,0.4982784023847846,163.28073102917534,4.868997487337941,0.0465769023795498,6648,3736,1486,22,1695,109,83,31,23,67185.0,49160.0,23024.0,207.6444276831953,1565.8403516589765,39.25107006476463,9.28934674651251,134,18.56835127769328,2682,0.5628420926705201,0.0121637327925939,12431.017055351696,0.2682890526159113,1.918042043085476,0.2110091743119266,0.2235258724428399,2.918042043085476,7.540969768030526,2023-02,1,2023
2023-02-28,SaasCompany1,East,Enterprise,235579,87241,43620,65431,0.5690330423595682,126.7951908663684,4.609461725189815,0.0525618244194348,5662,3218,580,31,1497,160,134,20,24,119099.0,83587.0,21860.0,224.1853934594264,2154.969015565607,30.30792267356659,7.729723717425303,80,16.766918392864678,1620,0.7451603267864746,0.0477489032504567,13972.646778589437,0.29817210891779106,4.448261665141811,0.15,0.1024373013069586,5.448261665141811,9.612441659610703,2023-02,1,2023
2023-02-28,SaasCompany1,East,SMB,226334,85505,42752,64129,0.3281098061278787,166.48825086142622,2.65833659641946,0.0515245319456259,9793,6927,816,30,2659,275,133,36,24,58909.0,37883.0,14150.0,217.8312499003733,2708.0377327480483,44.108685549947324,8.384948042518593,168,41.83290517145581,2769,0.4386972018998561,0.0377806121676291,14162.319191475826,0.35692339031387393,3.1631802120141344,0.0872727272727272,0.0833248238537731,4.163180212014134,12.431814691356676,2023-02,1,2023
2023-02-28,SaasCompany1,East,Startup,199396,80132,40066,60099,0.5921171631092282,144.5114364293594,4.762265036846385,0.0484361928489609,10005,2158,1960,27,1033,189,58,25,19,126445.0,35937.0,21883.0,252.6331783168956,2100.9766978171724,55.50124027929336,9.158966031732511,67,37.172388287011024,4051,0.4554696294363491,0.0378999799044853,5657.484678121739,0.7157894736842105,4.778229676004204,0.1005291005291005,0.1959020489755122,5.778229676004204,8.316313446295519,2023-02,1,2023
2023-02-28,SaasCompany1,West,Enterprise,204298,79582,39791,59687,0.5943193197375075,173.16931077250516,2.105673171721647,0.0499693807383948,12557,7848,924,29,1828,151,123,43,9,88782.0,53263.0,23578.0,135.73051315613392,2669.6275082779293,37.7448130081115,8.200651999957111,127,29.80350019165442,1362,0.6118354876789708,0.0180414795739638,13606.575438839174,0.40006983397535534,2.7654593264907965,0.0596026490066225,0.0735844548857211,3.7654593264907965,19.668587749366242,2023-02,1,2023
2023-02-28,SaasCompany1,West,SMB,179923,77888,38944,58416,0.5514993829824366,253.79493155881087,5.14593982650708,0.044964871786319,6141,5067,1004,49,3754,168,108,37,11,61044.0,70232.0,10015.0,210.73587602807737,2663.100925200688,47.3079798463988,9.074489149560566,68,33.67536901191009,1176,0.7057743760357685,0.0238369272472338,12761.623939319972,-0.15051438306795098,5.095257114328507,0.0654761904761904,0.1634912880638332,6.095257114328507,12.637150234665643,2023-02,1,2023
2023-02-28,SaasCompany1,West,Startup,187630,78130,39065,58598,0.5027583323451307,160.06602906387997,4.236280631232074,0.0467454873080665,5830,5363,1651,28,2030,246,111,56,22,52349.0,83896.0,18152.0,196.83412056656567,2769.915930480881,64.19360247773221,9.217936054543951,156,41.43888068470998,1551,0.5958708777068003,0.010866079679222,5524.162910048825,-0.602628512483524,1.883924636403702,0.089430894308943,0.2831903945111492,2.883924636403702,14.072336252007418,2023-02,1,2023
2023-03-31,SaasCompany1,North,Enterprise,215885,92367,46183,69275,0.4487161174651589,146.0585014598414,5.842721692636111,0.0465341615057029,6555,6704,591,49,4222,261,148,32,19,84334.0,56824.0,24145.0,299.19602020808253,2221.6262091210792,62.14412436641549,8.915143246687178,181,45.15606143323474,4224,0.4898923137813538,0.0177534357375266,14988.532022111238,0.3262029549173524,2.4928142472561605,0.0727969348659003,0.0901601830663615,3.4928142472561605,7.425320054645112,2023-03,1,2023
2023-03-31,SaasCompany1,North,SMB,255883,99636,49818,74727,0.4165243608772556,237.2246640897904,3.188506187152127,0.0511315714675479,5985,3743,692,21,2264,241,91,27,23,93646.0,53588.0,23307.0,295.84576573411744,1472.7658965669607,33.1437195180325,7.070971420989145,116,2.1396561135484924,4255,0.7427250776900093,0.0469824578763226,9878.29995003361,0.42775986160647544,3.017934526108036,0.0954356846473029,0.1156223893065998,4.017934526108037,4.97815438700774,2023-03,1,2023
2023-03-31,SaasCompany1,North,Startup,255173,93411,46705,70058,0.533681127701966,208.12369257346435,5.679911418313804,0.0543876423222598,8010,5401,669,37,3954,216,140,31,10,101653.0,71730.0,26504.0,201.865936123154,2456.239137046735,33.46480680847238,7.989830453960693,70,8.950678661112496,4397,0.6703053520499827,0.0434620846885839,5344.184318726012,0.29436416042812313,2.835383338364021,0.0462962962962962,0.0835205992509363,3.8353833383640206,12.167675162134522,2023-03,1,2023
2023-03-31,SaasCompany1,South,Enterprise,230026,96364,48182,72273,0.3013558737870973,151.69579408928257,5.050059844083643,0.0475254849707802,11509,3779,1291,22,4597,284,83,26,15,70611.0,72956.0,23055.0,105.27590071335354,2686.6562889154675,74.81037829491379,8.577045324725356,114,5.189484486971697,1030,0.4748832700031258,0.0143008537409524,13206.873201875987,-0.033210123068643696,2.0627195836044243,0.0528169014084507,0.1121730819358762,3.0627195836044243,25.52014535815492,2023-03,1,2023
2023-03-31,SaasCompany1,South,SMB,275745,100888,50444,75666,0.3195641528695561,146.99019446092575,4.964907505575341,0.0544166579834881,10467,5862,1580,26,3657,161,57,34,6,88589.0,75905.0,19499.0,279.4030209057809,1465.318939330706,45.12531287981189,8.497872810970001,110,24.998430495122754,1889,0.4918114900681716,0.0421122136657131,6051.639547887944,0.14317804693584982,3.543258628647623,0.0372670807453416,0.1509506066685774,4.543258628647623,5.2444634799594185,2023-03,1,2023
2023-03-31,SaasCompany1,South,Startup,169646,74246,37123,55685,0.4773923438462708,248.28568958769824,2.2905774940340877,0.0454916475026409,10809,2258,1168,24,2262,296,130,21,21,101486.0,83153.0,20745.0,203.76026261818916,1898.1708620949623,37.93458515206557,8.607629728800722,114,45.19892211114218,2569,0.7456605478909372,0.0299954474922587,5827.868428577978,0.18064560629052284,3.892070378404435,0.0709459459459459,0.108058099731705,4.892070378404434,9.31570679044422,2023-03,1,2023
2023-03-31,SaasCompany1,East,Enterprise,214934,93447,46723,70085,0.3845186652771294,196.12065952033163,2.697854521603221,0.0457935663171908,8380,4708,720,38,1027,223,146,37,10,78405.0,30414.0,20760.0,299.6725111297209,1109.432766325449,35.23525558205098,9.37051295244749,100,33.366992288933304,1517,0.7370851115686836,0.0242885448494514,6815.370946512869,0.612091065620815,2.776734104046243,0.0448430493273542,0.0859188544152744,3.776734104046243,3.702150598141458,2023-03,1,2023
2023-03-31,SaasCompany1,East,SMB,243717,105573,52786,79180,0.4056073027542476,237.42782403398587,5.628322630954465,0.0459617733180043,10266,7267,1138,26,1837,174,134,56,15,105905.0,36586.0,23156.0,265.42642841684363,2074.448964343712,35.651905378220626,7.609386604473737,74,10.023227013411384,2897,0.4861729258240823,0.0351315058251781,5197.343417681384,0.6545394457296634,3.5735446536534807,0.0862068965517241,0.1108513539840249,4.573544653653481,7.8155328266176145,2023-03,1,2023
2023-03-31,SaasCompany1,East,Startup,253363,103035,51517,77276,0.4217752544798058,266.77664622456825,5.358306040477266,0.0489577070455171,7723,3617,1129,26,1171,146,136,24,14,60562.0,52408.0,15126.0,121.5034233307232,2131.379667224266,59.11578575257977,8.560959565089451,139,30.647459114071577,2552,0.6575567049870483,0.0141410200995645,12944.545879972768,0.1346388824675539,3.0038344572259685,0.0958904109589041,0.1461867150071215,4.0038344572259685,17.541725235368972,2023-03,1,2023
2023-03-31,SaasCompany1,West,Enterprise,232750,96944,48472,72708,0.5401671299895285,298.92140302423456,4.531452664703151,0.0478006162136022,11513,2482,741,22,1102,160,101,48,19,144360.0,53891.0,12120.0,154.712756957896,2580.1857392418497,64.58439979823979,7.771812948416726,143,33.66971658604672,3505,0.4768284203774596,0.02328880772294,8671.791469947784,0.6266902188972014,10.910891089108912,0.11875,0.0643620255363502,11.910891089108912,16.677265598363224,2023-03,1,2023
2023-03-31,SaasCompany1,West,SMB,204720,79251,39625,59438,0.3490663263592518,221.76331390113603,2.4303574447785,0.0514304505302812,11036,5952,619,46,2755,112,83,48,10,85764.0,85257.0,15354.0,234.43906919644675,1235.9789015166723,61.4043809466709,9.0946133686757,114,12.370023459069367,2895,0.5419211530663783,0.013648356130802,9975.204290257989,0.005911571288652582,4.585775693630325,0.0892857142857142,0.0560891627401232,5.585775693630325,5.272068797035666,2023-03,1,2023
2023-03-31,SaasCompany1,West,Startup,212220,83515,41757,62636,0.5685216045561913,165.24783812912392,3.499402973909923,0.0505927270291458,12148,7493,1522,29,2872,171,83,32,9,93173.0,31899.0,19840.0,230.68052413043944,1736.1989224126928,53.48750147816886,9.43255190080268,84,29.541566017257438,3698,0.4391124750718034,0.0234643554234545,13929.890606216726,0.6576368690500467,3.696219758064516,0.0526315789473684,0.125288113269674,4.696219758064516,7.526421785962956,2023-03,1,2023
2023-04-30,SaasCompany1,North,Enterprise,166383,72975,36487,54731,0.3721909100030044,253.97600296926856,5.847682332663011,0.0443803764089103,8217,4692,1686,43,2273,202,63,42,20,99196.0,64534.0,28677.0,161.38881286509425,2018.9154114864184,60.14306709678934,8.72491426634701,125,40.15373326990709,3441,0.5396833770337586,0.0353648598790529,7947.541625251953,0.34942941247630954,2.459078704188025,0.099009900990099,0.2051843738590726,3.459078704188025,12.50963666963732,2023-04,2,2023
2023-04-30,SaasCompany1,North,SMB,241499,96934,48467,72701,0.5805585938161895,266.4209559489826,2.842033069265671,0.0484946302788713,7630,7802,1684,48,3747,156,64,52,12,125009.0,82388.0,27271.0,170.53417854949768,2530.4043838802672,68.56983529165979,7.795833749116738,69,5.442421697652547,3508,0.4552722275369549,0.0441839381039932,14944.284189771955,0.3409434520714509,3.5839536503978584,0.0769230769230769,0.2207077326343381,4.583953650397858,14.838106973059451,2023-04,2,2023
2023-04-30,SaasCompany1,North,Startup,262605,103673,51836,77755,0.4684211709886101,259.8908140246348,3.3958991030697256,0.0493052427722332,13038,2158,1414,21,1763,288,103,35,18,52612.0,60921.0,10432.0,217.97882933605,2843.346512505196,64.11398917018948,7.456086609323489,185,35.94172321719306,2325,0.446516076451373,0.0283519698837503,10975.915779385854,-0.1579297498669505,4.043328220858895,0.0625,0.1084522165976376,5.043328220858895,13.04414066799906,2023-04,2,2023
2023-04-30,SaasCompany1,South,Enterprise,213660,78009,39004,58507,0.5595311696911018,122.28749238787954,5.373295625987837,0.0533132324619947,14795,4080,1931,31,2543,109,134,54,14,50076.0,43558.0,28822.0,217.28147227118984,2588.2834203126595,76.87950262512615,7.169550966794847,78,9.709439557506888,3021,0.6714281857106912,0.0243006997655929,6269.253480767463,0.1301621535266395,0.73742280202623,0.128440366972477,0.1305170665765461,1.73742280202623,11.912122065714895,2023-04,2,2023
2023-04-30,SaasCompany1,South,SMB,278781,104989,52494,78741,0.3799259255869227,142.84999685993836,4.42279114992979,0.0516865499782893,12324,7995,515,46,4775,298,78,42,19,146651.0,71173.0,19089.0,129.90587569721396,2324.2111729685507,40.16906884219051,7.187868788888899,135,15.08563424698049,3956,0.7524274649241524,0.0105097495405966,5584.081152466154,0.5146777042093132,6.6824872963486825,0.0637583892617449,0.0417883803959753,7.6824872963486825,17.891501523655847,2023-04,2,2023
2023-04-30,SaasCompany1,South,Startup,204493,84332,42166,63249,0.5461407558454952,204.70298334482013,2.525694146585664,0.0472000135378146,7091,5112,1414,35,1388,136,115,38,16,108529.0,84566.0,17878.0,154.4461818534092,2742.006471236004,72.29981375430063,8.453582138648688,101,23.793640337122586,2794,0.5066387614972794,0.0297577964457105,9848.817333947522,0.22079812768937335,5.070533616735653,0.1176470588235294,0.1994076999012833,6.070533616735653,17.753799014847434,2023-04,2,2023
2023-04-30,SaasCompany1,East,Enterprise,196369,86897,43448,65173,0.5430037505518779,264.0954284198974,3.133911970908526,0.0439868948284074,10743,3642,1296,45,4953,169,123,44,20,115233.0,46008.0,20236.0,299.7038164213358,2743.510598989013,41.26917122060416,7.355660908021591,60,30.18799472655258,1758,0.7060787964652455,0.0160309392315758,9265.311864084302,0.600739371534196,4.694455425973513,0.1183431952662721,0.1206366936609885,5.694455425973513,9.154072950249237,2023-04,2,2023
2023-04-30,SaasCompany1,East,SMB,213075,81754,40877,61315,0.3983844038540146,148.3161491979641,2.7294732570261475,0.0507316670838536,7993,6022,1384,46,4941,160,142,41,18,67698.0,71856.0,26403.0,180.48599166427712,2552.3405547496213,70.34733378881667,7.9708239794638915,68,47.77322402958103,3956,0.4224395651672967,0.0292894895070803,12565.866161290409,-0.061419835150226004,1.5640268151346437,0.1125,0.1731515075691229,2.564026815134644,14.141488384856164,2023-04,2,2023
2023-04-30,SaasCompany1,East,Startup,232218,90258,45129,67693,0.5697596568306618,291.51543496535913,2.3424738702273387,0.0500804806952499,13424,4444,1003,28,3526,288,75,55,20,104734.0,81118.0,26455.0,118.32725318844936,1811.9103252136083,44.65418295745712,8.523134871465057,88,37.11892200491491,1496,0.4503366216389141,0.0439959014135377,8145.699984061624,0.22548551568736036,2.9589491589491588,0.0694444444444444,0.0747169249106078,3.9589491589491588,15.312705031088136,2023-04,2,2023
2023-04-30,SaasCompany1,West,Enterprise,251809,96614,48307,72461,0.5756250905969649,187.9822659560608,5.284203553536527,0.050732460307713,7165,3105,724,30,4501,164,125,56,11,104755.0,81374.0,22026.0,228.5792863134164,2183.6560618367703,39.2939558544773,7.937718013498565,56,24.713716031694968,1027,0.7037624702805101,0.0381735332231019,10721.12759282036,0.22319698343754474,3.755970217016253,0.0670731707317073,0.1010467550593161,4.755970217016253,9.553166855384486,2023-04,2,2023
2023-04-30,SaasCompany1,West,SMB,246231,99372,49686,74529,0.5998552240811839,218.7105065115831,4.108849473200885,0.0482320288740441,14658,3427,592,30,2384,140,51,34,11,130730.0,80536.0,29896.0,255.71888690447432,2732.432316558209,31.238982449133022,8.178341826084573,193,47.13952554427652,2659,0.5249552449741801,0.0135285476245355,12616.079934992906,0.3839516560850608,3.3728257960931227,0.0785714285714285,0.0403875017055532,4.372825796093123,10.68529724039871,2023-04,2,2023
2023-04-30,SaasCompany1,West,Startup,260982,104723,52361,78542,0.3951287276982345,243.31818737644272,3.4377356409765407,0.0485095283626666,11199,3440,624,43,3028,203,65,39,22,131880.0,82417.0,13147.0,231.67578681745636,2834.0100071070547,30.696027631748866,7.560782200590191,129,15.484514420862848,4770,0.7222709995702056,0.0307548894991254,9579.419251735228,0.37506066120715803,9.0311858218605,0.1083743842364532,0.0557192606482721,10.0311858218605,12.232655151572002,2023-04,2,2023
2023-05-31,SaasCompany1,North,Enterprise,170289,74934,37467,56201,0.5172695322462977,198.55537686489583,5.007204812366451,0.0414744772144969,9167,3640,1486,25,2088,285,118,49,17,133504.0,80511.0,12574.0,152.53234229703818,2464.7956012158497,30.495019325891437,7.350824403485889,112,17.410322974898897,4197,0.7574667019423637,0.0230533377423317,6061.214077619359,0.3969394175455417,9.617464609511693,0.0596491228070175,0.1621031962474091,10.617464609511691,16.15916705990104,2023-05,2,2023
